return_id,order_id,sku,quantity,return_date,reason,condition_on_return
RET-000343,ORD-001996,B0GKVZ8140,1,2024-11-22,arrived damaged,resellable
RET-000344,ORD-002010,B0HC6GKYNZ,1,2024-12-10,changed mind,resellable
RET-000345,ORD-002012,B0R6SMCWAT,1,2024-12-18,changed mind,resellable
RET-000346,ORD-002016,B044FDSE6A,1,2024-11-27,changed mind,resellable
RET-000347,ORD-002031,B02U1TMWTY,2,2025-01-07,wrong item,resellable
RET-000348,ORD-002041,B00RADH5S3,1,2024-12-03,changed mind,opened
RET-000349,ORD-002048,B00RADH5S3,1,2024-12-08,changed mind,resellable
RET-000350,ORD-002062,VH-1025,1,2024-12-20,changed mind,resellable
RET-000351,ORD-002063,B0QBC8YR1R,1,2024-12-11,not as described,damaged
RET-000352,ORD-002065,VH-1097,1,2024-12-23,quality issue,damaged
RET-000353,ORD-002071,B0WXUN8SX9,2,2024-11-29,changed mind,resellable
RET-000354,ORD-002085,B0HGZ5AHB5,1,2024-12-16,changed mind,resellable
RET-000355,ORD-002098,vh linen loaf tin ,1,2024-11-29,wrong item,opened
RET-000356,ORD-002101,VH-1034,1,2025-01-09,changed mind,resellable
RET-000357,ORD-002104,B0TBXU1FDC,4,2024-12-01,changed mind,resellable
RET-000358,ORD-002111,B0WXUN8SX9,1,2024-12-24,not as described,damaged
RET-000359,ORD-002112,B0WXUN8SX9,1,2024-12-04,quality issue,opened
RET-000360,ORD-002115,enamel elecric kettle  ,1,2024-12-17,arrived damaged,damaged
RET-000361,ORD-002120,B0W8N8XWYK,1,2024-12-20,changed mind,opened
RET-000362,ORD-002136,B0R6SMCWAT,1,2024-11-15,quality issue,damaged
RET-000363,ORD-002136,B0C14B2M8L,1,2024-11-18,quality issue,opened
RET-000364,ORD-002138,B00RADH5S3,1,2024-12-08,not as described,resellable
RET-000365,ORD-002141,B0AH374DW8,1,2024-12-09,arrived damaged,damaged
RET-000366,ORD-002143,B0WXUN8SX9,1,2024-12-03,not as described,resellable
RET-000367,ORD-002147,VH-1025,1,2024-12-23,changed mind,resellable
RET-000368,ORD-002153,B0WXUN8SX9,1,2024-12-11,quality issue,damaged
RET-000369,ORD-002167,B0JJCQQ73Q,1,2024-12-01,quality issue,damaged
RET-000370,ORD-002170,B00LHXS3KS,1,2024-12-28,arrived damaged,damaged
RET-000371,ORD-002176,B0WXUN8SX9,1,2024-11-18,arrived damaged,damaged
RET-000372,ORD-002182,B0WXUN8SX9,1,2024-11-21,not as described,opened
RET-000373,ORD-002186,VH-1096,1,2024-12-02,changed mind,resellable
RET-000374,ORD-002191,B0WXUN8SX9,2,2024-11-22,arrived damaged,resellable
RET-000375,ORD-002193,B0BW9EFX8S,1,2024-12-01,quality issue,opened
RET-000376,ORD-002196,B0R3PJRMZ0,3,2024-11-25,changed mind,resellable
RET-000377,ORD-002197,B0CZC3PXCW,1,2024-12-03,quality issue,resellable
RET-000378,ORD-002198,B02U1TMWTY,1,2024-11-22,not as described,opened
RET-000379,ORD-002210,vh marble water bottle ,1,2025-01-19,not as described,opened
RET-000380,ORD-002220,B00RADH5S3,1,2024-12-11,changed mind,opened
RET-000381,ORD-002228,B0WXUN8SX9,1,2024-12-01,no longer needed,resellable
RET-000382,ORD-002231,VH-1061,1,2024-11-26,no longer needed,resellable
RET-000383,ORD-002246,B0WXUN8SX9,1,2024-11-15,changed mind,resellable
RET-000384,ORD-002277,VH-1075,1,2024-11-19,changed mind,resellable
RET-000385,ORD-002292,B0HC6GKYNZ,1,2024-12-01,wrong item,opened
RET-000386,ORD-002297,B0WXUN8SX9,1,2024-11-21,changed mind,resellable
RET-000387,ORD-002317,B0GKVZ8140,1,2024-12-15,not as described,resellable
RET-000388,ORD-002325,B00RADH5S3,1,2024-12-02,changed mind,resellable
RET-000389,ORD-002332,B0WXUN8SX9,1,2024-11-30,arrived damaged,damaged
RET-000390,ORD-002347,B0WXUN8SX9,1,2024-12-20,changed mind,resellable
RET-000391,ORD-002357,B0GQ0AUTHT,1,2024-12-10,changed mind,resellable
RET-000392,ORD-002364,B0C14B2M8L,1,2024-11-17,quality issue,damaged
RET-000393,ORD-002369,B0NNFJVLCD,1,2024-12-07,changed mind,resellable
RET-000394,ORD-002369,B0XS5B40FN,1,2024-12-04,not as described,damaged
RET-000395,ORD-002372,B0TE7M6JWU,1,2024-12-07,no longer needed,resellable
RET-000396,ORD-002382,B00RADH5S3,1,2024-12-16,changed mind,resellable
RET-000397,ORD-002383,B04BS1RFN3,1,2024-11-30,changed mind,resellable
RET-000398,ORD-002389,B00RADH5S3,1,2024-12-22,changed mind,resellable
RET-000399,ORD-002394,B0WXUN8SX9,2,2024-12-08,not as described,resellable
RET-000400,ORD-002414,B0WXUN8SX9,1,2024-12-15,no longer needed,resellable
RET-000401,ORD-002419,B00RADH5S3,1,2024-11-23,not as described,resellable
RET-000402,ORD-002422, vh terracotta carafe ,1,2025-01-07,changed mind,opened
RET-000403,ORD-002424,B07LLE55WZ,1,2024-12-30,no longer needed,resellable
RET-000404,ORD-002428,B0WXUN8SX9,1,2024-11-23,changed mind,resellable
RET-000405,ORD-002437,B0WXUN8SX9,1,2024-11-30,changed mind,resellable
RET-000406,ORD-002441,VH-1112,1,2025-01-26,quality issue,opened
RET-000407,ORD-002455,B0PLGQ0WUW,1,2024-12-04,not as described,opened
RET-000408,ORD-002456, ceramic dinnr set 12 piece ,1,2024-12-01,no longer needed,opened
RET-000409,ORD-002458,B0GQ0AUTHT,2,2024-12-16,no longer needed,resellable
RET-000410,ORD-002459,B0WXUN8SX9,1,2024-11-10,quality issue,damaged
RET-000411,ORD-002464,B0NNFJVLCD,1,2024-12-14,quality issue,opened
RET-000412,ORD-002464,B0G9FTWQ6C,2,2024-12-10,wrong item,resellable
RET-000413,ORD-002473,B0XVBEPU7E,1,2024-12-10,changed mind,opened
RET-000414,ORD-002480,B00RADH5S3,1,2024-11-23,changed mind,resellable
RET-000415,ORD-002551,B00RADH5S3,1,2024-12-02,changed mind,opened
RET-000416,ORD-002563,B0WXUN8SX9,1,2024-11-26,not as described,damaged
RET-000417,ORD-002566,B00RADH5S3,1,2024-11-23,changed mind,damaged
RET-000418,ORD-002567,staisteestanmixe  ,2,2024-12-19,not as described,opened
RET-000419,ORD-002586,B0L1F47G91,1,2024-12-19,wrong item,resellable
RET-000420,ORD-002592,B00RADH5S3,1,2024-12-01,no longer needed,opened
RET-000421,ORD-002618,VH-1069,1,2024-12-03,arrived damaged,resellable
RET-000422,ORD-002628,staisteestanmixe ,1,2024-11-28,arrived damaged,damaged
RET-000423,ORD-002633,B0N0SG1LUL,1,2024-12-16,changed mind,resellable
RET-000424,ORD-002648,B0WXUN8SX9,1,2024-11-04,no longer needed,resellable
RET-000425,ORD-002658,B00RADH5S3,1,2024-12-08,changed mind,resellable
RET-000426,ORD-002663, slatsalabowl  ,1,2024-11-13,changed mind,resellable
RET-000427,ORD-002665,B0YZNEKZT7,1,2024-12-17,no longer needed,resellable
RET-000428,ORD-002667,B0W3L9K2TT,1,2025-01-09,arrived damaged,opened
RET-000429,ORD-002675,VH-1023,1,2024-11-27,arrived damaged,damaged
RET-000430,ORD-002684,B0ES9828ZD,1,2024-11-27,changed mind,resellable
RET-000431,ORD-002686,B0WXUN8SX9,1,2024-12-09,arrived damaged,damaged
RET-000432,ORD-002700,B0R3PJRMZ0,1,2025-01-27,changed mind,resellable
RET-000433,ORD-002702,VH-1034,1,2024-11-19,no longer needed,resellable
RET-000434,ORD-002708,B0PSBKCKDF,1,2024-11-28,arrived damaged,opened
RET-000435,ORD-002716,B0WXUN8SX9,1,2024-11-20,arrived damaged,damaged
RET-000436,ORD-002719,B0RXXN9M2M,1,2025-01-16,wrong item,opened
RET-000437,ORD-002727, marble_placemat_set ,1,2024-11-26,not as described,damaged
RET-000438,ORD-002730,B0NNFJVLCD,1,2024-11-15,changed mind,resellable
RET-000439,ORD-002732,B0WXUN8SX9,2,2024-11-21,no longer needed,opened
RET-000440,ORD-002739,B0NNFJVLCD,1,2024-12-13,quality issue,damaged
RET-000441,ORD-002742,vh bamboo turner  ,1,2024-11-26,changed mind,opened
RET-000442,ORD-002752,B04FTSGMDD,2,2024-12-21,quality issue,resellable
RET-000443,ORD-002754,B0L1F47G91,1,2024-11-20,changed mind,resellable
RET-000444,ORD-002789,B0XLHGCJNR,1,2024-12-25,no longer needed,resellable
RET-000445,ORD-002791,bambeleckett  ,1,2024-11-11,changed mind,resellable
RET-000446,ORD-002795,B0BW9EFX8S,1,2024-11-17,not as described,resellable
RET-000447,ORD-002798,B0WXUN8SX9,1,2024-11-15,changed mind,resellable
RET-000448,ORD-002801,VH-1107,1,2024-12-04,not as described,opened
RET-000449,ORD-002812,B00RADH5S3,1,2024-11-21,no longer needed,resellable
RET-000450,ORD-002818,B0WXUN8SX9,1,2024-11-29,not as described,opened
RET-000451,ORD-002824,B0G1ZLZB9X,1,2024-11-26,not as described,resellable
RET-000452,ORD-002825,B0LZTYNZMM,1,2024-12-26,not as described,damaged
RET-000453,ORD-002829,B0LZTYNZMM,2,2024-12-01,changed mind,opened
RET-000454,ORD-002831,B00RADH5S3,1,2024-12-21,changed mind,resellable
RET-000455,ORD-002837,VH-1101,1,2024-12-03,arrived damaged,damaged
RET-000456,ORD-002841,staisteestanmixe ,1,2024-11-25,not as described,resellable
RET-000457,ORD-002857,oak placeat set  ,1,2024-11-26,wrong item,resellable
RET-000458,ORD-002857,ceramic dinnr set 12 piece ,1,2024-12-03,no longer needed,resellable
RET-000459,ORD-002857,cerapantbox  ,1,2024-11-26,changed mind,resellable
RET-000460,ORD-002861,B0WXUN8SX9,1,2024-12-11,quality issue,damaged
RET-000461,ORD-002862,B0HGZ5AHB5,1,2024-11-18,wrong item,resellable
RET-000462,ORD-002873,B0NTQBZ4V2,3,2024-11-30,no longer needed,resellable
RET-000463,ORD-002884,B0WXUN8SX9,1,2024-12-04,changed mind,resellable
RET-000464,ORD-002892,B00RADH5S3,1,2024-12-13,changed mind,resellable
RET-000465,ORD-002901, vh terracotta carafe ,1,2024-12-14,arrived damaged,damaged
RET-000466,ORD-002901,staisteestanmixe  ,1,2024-12-28,not as described,damaged
RET-000467,ORD-002902,B0WXUN8SX9,1,2024-12-23,not as described,opened
RET-000468,ORD-002905,B0WXUN8SX9,1,2024-12-01,wrong item,resellable
RET-000469,ORD-002914,VH-1057,1,2024-11-15,not as described,opened
RET-000470,ORD-002918,VH-1015,1,2024-11-24,arrived damaged,opened
RET-000471,ORD-002919,VH-1019,1,2024-11-28,arrived damaged,damaged
RET-000472,ORD-002936,B0D27V1BVA,1,2024-12-23,changed mind,resellable
RET-000473,ORD-002951,B02ZXK0X7U,1,2024-11-23,no longer needed,resellable
RET-000474,ORD-002952,slatsalabowl  ,2,2024-12-30,arrived damaged,damaged
RET-000475,ORD-002957,B00RADH5S3,1,2024-12-09,not as described,damaged
RET-000476,ORD-002961,B0HGZ5AHB5,1,2024-12-24,quality issue,damaged
RET-000477,ORD-002969, vh enamel tea towel set ,1,2025-01-07,not as described,resellable
RET-000478,ORD-002971,B0WXUN8SX9,1,2024-11-19,changed mind,resellable
RET-000479,ORD-002983,VH-1039,1,2024-12-03,changed mind,resellable
RET-000480,ORD-002984,B0HC6GKYNZ,1,2024-12-30,changed mind,resellable
RET-000481,ORD-002988,B00RADH5S3,1,2024-11-30,quality issue,damaged
RET-000482,ORD-003009,stonfryipan ,1,2024-12-08,quality issue,damaged
RET-000483,ORD-003010,B0PFWXAFNA,1,2024-12-01,arrived damaged,resellable
RET-000484,ORD-003010,B0GKGBFV52,1,2024-12-06,changed mind,damaged
RET-000485,ORD-003018,terracotta saut pan  ,1,2024-11-15,wrong item,resellable
RET-000486,ORD-003022,B0WXUN8SX9,1,2024-12-20,changed mind,resellable
RET-000487,ORD-003043,B0QRA7AREC,1,2024-12-20,changed mind,opened
RET-000488,ORD-003049,B0HC6GKYNZ,1,2024-11-21,arrived damaged,opened
RET-000489,ORD-003050,B00RADH5S3,1,2024-11-15,changed mind,resellable
RET-000490,ORD-003060,B0KWHTZDZV,1,2024-12-07,not as described,opened
RET-000491,ORD-003077,B0QT3U9PL7,1,2024-11-16,changed mind,resellable
RET-000492,ORD-003080,B0WXUN8SX9,1,2024-11-19,changed mind,resellable
RET-000493,ORD-003082,B06AAM59LS,1,2024-11-20,changed mind,resellable
RET-000494,ORD-003094,B00RADH5S3,1,2024-11-15,changed mind,resellable
RET-000495,ORD-003104,B0GKGBFV52,1,2024-11-19,changed mind,damaged
RET-000496,ORD-003112,B0JJCQQ73Q,1,2025-02-05,quality issue,opened
RET-000497,ORD-003115,B0WXUN8SX9,1,2024-12-29,no longer needed,damaged
RET-000498,ORD-003122,B00RADH5S3,1,2025-01-18,changed mind,opened
RET-000499,ORD-003129,VH-1097,1,2025-01-18,changed mind,resellable
RET-000500,ORD-003130,B0G1ZLZB9X,1,2024-12-23,not as described,opened
RET-000501,ORD-003132,B01V4ZLB05,1,2025-01-01,changed mind,resellable
RET-000502,ORD-003132,B0XS5B40FN,1,2024-12-24,wrong item,opened
RET-000503,ORD-003136,VH-1057,1,2024-12-26,not as described,opened
RET-000504,ORD-003137,B0WXUN8SX9,1,2024-12-28,no longer needed,resellable
RET-000505,ORD-003140,B0XVBEPU7E,1,2025-01-03,wrong item,damaged
RET-000506,ORD-003143,B0LZTYNZMM,1,2025-01-15,arrived damaged,resellable
RET-000507,ORD-003148,B0QRA7AREC,1,2025-01-15,changed mind,opened
RET-000508,ORD-003149,B07LLE55WZ,1,2024-12-15,not as described,opened
RET-000509,ORD-003152,B00RADH5S3,1,2024-12-22,changed mind,resellable
RET-000510,ORD-003154,B0C14B2M8L,1,2025-01-20,no longer needed,resellable
RET-000511,ORD-003157,B0WXUN8SX9,1,2024-12-16,wrong item,resellable
RET-000512,ORD-003158,B0WXUN8SX9,2,2024-12-24,quality issue,opened
RET-000513,ORD-003160,B00RADH5S3,1,2025-01-02,quality issue,damaged
RET-000514,ORD-003166,B0QRL5NZ0E,1,2024-12-13,no longer needed,opened
RET-000515,ORD-003171,B0QRL5NZ0E,1,2025-01-18,changed mind,resellable
RET-000516,ORD-003171,B0WXUN8SX9,1,2024-12-28,wrong item,resellable
RET-000517,ORD-003175,B00LHXS3KS,1,2024-12-30,not as described,resellable
RET-000518,ORD-003182,VH-1093,1,2025-01-17,changed mind,resellable
RET-000519,ORD-003185,B00RADH5S3,1,2024-12-28,not as described,resellable
RET-000520,ORD-003187,B0WXUN8SX9,3,2025-02-08,no longer needed,resellable
RET-000521,ORD-003188,B0TBXU1FDC,1,2024-12-16,arrived damaged,damaged
RET-000522,ORD-003204,stoneware-electric-kettle  ,1,2024-12-09,quality issue,resellable
RET-000523,ORD-003210,B00RADH5S3,1,2025-01-05,not as described,resellable
RET-000524,ORD-003210,B0L1F47G91,1,2025-02-05,arrived damaged,damaged
RET-000525,ORD-003211,B0WXUN8SX9,1,2024-12-14,quality issue,opened
RET-000526,ORD-003212,B0XLHGCJNR,1,2025-01-05,quality issue,damaged
RET-000527,ORD-003225,B00RADH5S3,4,2024-12-26,changed mind,resellable
RET-000528,ORD-003228,VH-1083,1,2024-12-27,not as described,opened
RET-000529,ORD-003230,slatplacset ,1,2025-02-14,quality issue,opened
RET-000530,ORD-003232,B0WXUN8SX9,1,2024-12-18,no longer needed,resellable
RET-000531,ORD-003237,B0R3PJRMZ0,1,2025-01-22,changed mind,opened
RET-000532,ORD-003241,B00RADH5S3,1,2024-12-11,changed mind,resellable
RET-000533,ORD-003244,VH-1044,1,2024-12-29,not as described,resellable
RET-000534,ORD-003250,VH-1067,1,2024-12-27,changed mind,opened
RET-000535,ORD-003261,VH-1055,1,2024-12-24,quality issue,damaged
RET-000536,ORD-003281,B0GKVZ8140,1,2025-02-15,changed mind,resellable
RET-000537,ORD-003287, stoeware serving board  ,1,2024-12-14,changed mind,opened
RET-000538,ORD-003290,VH-1051,1,2025-01-14,no longer needed,opened
RET-000539,ORD-003294,B0PLGQ0WUW,1,2025-01-16,not as described,opened
RET-000540,ORD-003296,B0WXUN8SX9,1,2025-01-07,changed mind,resellable
RET-000541,ORD-003337,B00RADH5S3,1,2025-02-16,wrong item,resellable
RET-000542,ORD-003342,VH-1083,1,2025-01-01,quality issue,resellable
RET-000543,ORD-003352,B0WXUN8SX9,1,2025-01-06,no longer needed,resellable
RET-000544,ORD-003359,B0Z7JH8CX7,1,2024-12-20,wrong item,resellable
RET-000545,ORD-003359,B0KT4D60ZK,1,2024-12-07,not as described,resellable
RET-000546,ORD-003364,B0YMGZD1WQ,2,2024-12-31,changed mind,resellable
RET-000547,ORD-003376,B0WXUN8SX9,1,2024-12-16,wrong item,resellable
RET-000548,ORD-003378,B044FDSE6A,1,2025-02-15,changed mind,opened
RET-000549,ORD-003381,VH-1107,1,2024-12-29,not as described,damaged
RET-000550,ORD-003388,B0WXUN8SX9,1,2024-12-26,not as described,damaged
RET-000551,ORD-003400,staisteestanmixe  ,1,2024-12-12,changed mind,resellable
RET-000552,ORD-003404,VH-1057,1,2025-01-02,arrived damaged,damaged
RET-000553,ORD-003410,B0WXUN8SX9,1,2025-01-09,changed mind,resellable
RET-000554,ORD-003419,B0S1ZHPN2M,1,2025-01-12,changed mind,resellable
RET-000555,ORD-003420,B00RADH5S3,1,2025-01-06,wrong item,opened
RET-000556,ORD-003422,B0WXUN8SX9,1,2025-01-01,changed mind,resellable
RET-000557,ORD-003422,B0BW9EFX8S,1,2025-02-04,changed mind,resellable
RET-000558,ORD-003425,B0L1F47G91,1,2024-12-28,changed mind,resellable
RET-000559,ORD-003433,B0W8N8XWYK,1,2024-12-29,changed mind,resellable
RET-000560,ORD-003440,B00RADH5S3,1,2024-12-20,no longer needed,resellable
RET-000561,ORD-003453,B07LLE55WZ,3,2025-01-18,no longer needed,resellable
RET-000562,ORD-003455,B0GQ0AUTHT,1,2024-12-27,not as described,opened
RET-000563,ORD-003462,VH-1091,1,2025-01-21,no longer needed,resellable
RET-000564,ORD-003463, cast_iron_baking_sheet ,1,2024-12-26,not as described,damaged
RET-000565,ORD-003472,B0WXUN8SX9,1,2024-12-30,changed mind,resellable
RET-000566,ORD-003480,B0WXUN8SX9,1,2024-12-26,no longer needed,resellable
RET-000567,ORD-003487,B0R6SMCWAT,1,2024-12-17,not as described,resellable
RET-000568,ORD-003487,B0WXUN8SX9,1,2024-12-06,changed mind,damaged
RET-000569,ORD-003490,B0WXUN8SX9,1,2024-12-28,changed mind,opened
RET-000570,ORD-003496,B0QRA7AREC,1,2025-01-06,wrong item,opened
RET-000571,ORD-003501,B00RADH5S3,1,2024-12-24,arrived damaged,damaged
RET-000572,ORD-003502,B0XVBEPU7E,1,2024-12-30,changed mind,resellable
RET-000573,ORD-003513,B00RADH5S3,1,2024-12-28,changed mind,resellable
RET-000574,ORD-003514,B0L1F47G91,1,2025-01-09,quality issue,opened
RET-000575,ORD-003522,VH-1029,1,2025-02-02,arrived damaged,damaged
RET-000576,ORD-003524,B0WXUN8SX9,1,2025-01-20,not as described,resellable
RET-000577,ORD-003526,B044FDSE6A,3,2025-01-21,arrived damaged,opened
RET-000578,ORD-003541,ceramic dinnr set 12 piece ,2,2025-01-12,changed mind,resellable
RET-000579,ORD-003550,enamel_frying_pan  ,1,2025-01-27,changed mind,opened
RET-000580,ORD-003552,B00RADH5S3,1,2024-12-19,not as described,opened
RET-000581,ORD-003557,VH-1057,1,2025-01-27,not as described,damaged
RET-000582,ORD-003557,VH-1085,2,2025-01-29,arrived damaged,damaged
RET-000583,ORD-003566,B0R6SMCWAT,1,2025-01-08,no longer needed,resellable
RET-000584,ORD-003577,B0WXUN8SX9,1,2024-12-31,arrived damaged,damaged
RET-000585,ORD-003581,B0WXUN8SX9,1,2025-01-26,no longer needed,opened
RET-000586,ORD-003586,VH-1054,1,2025-01-15,wrong item,resellable
RET-000587,ORD-003594,staisteestanmixe  ,1,2025-01-08,no longer needed,resellable
RET-000588,ORD-003596,VH-1055,1,2025-01-23,changed mind,resellable
RET-000589,ORD-003600,B00RADH5S3,1,2025-01-12,quality issue,opened
RET-000590,ORD-003610,B0GQ0AUTHT,1,2024-12-29,no longer needed,resellable
RET-000591,ORD-003614,B0HGZ5AHB5,1,2025-01-05,changed mind,resellable
RET-000592,ORD-003615,B0WXUN8SX9,1,2025-01-18,changed mind,opened
RET-000593,ORD-003619,ceramic-spatula-set  ,1,2025-02-02,arrived damaged,damaged
RET-000594,ORD-003624, ceramic dinnr set 12 piece ,1,2024-12-18,changed mind,opened
RET-000595,ORD-003627,B0WXUN8SX9,1,2024-12-25,changed mind,damaged
RET-000596,ORD-003646,B0R6SMCWAT,1,2025-01-02,not as described,damaged
RET-000597,ORD-003660,B0CZC3PXCW,1,2025-01-10,not as described,opened
RET-000598,ORD-003669,B0HC6GKYNZ,1,2025-01-07,changed mind,resellable
RET-000599,ORD-003675,VH-1065,1,2025-02-18,not as described,resellable
RET-000600,ORD-003676,B0L1F47G91,1,2025-01-04,not as described,resellable
RET-000601,ORD-003677,B0HK5F3DG1,1,2025-01-06,changed mind,opened
RET-000602,ORD-003679,copper-loaf-tin ,1,2025-01-10,not as described,resellable
RET-000603,ORD-003684,B0WXUN8SX9,1,2025-01-13,quality issue,opened
RET-000604,ORD-003689,B00RADH5S3,1,2025-01-15,changed mind,resellable
RET-000605,ORD-003704,staisteestanmixe ,1,2024-12-16,changed mind,resellable
RET-000606,ORD-003716,B0D27V1BVA,1,2025-01-27,wrong item,opened
RET-000607,ORD-003718,VH-1054,1,2025-01-03,not as described,opened
RET-000608,ORD-003723,B00RADH5S3,1,2025-01-03,not as described,opened
RET-000609,ORD-003724,B00RADH5S3,4,2024-12-15,changed mind,opened
RET-000610,ORD-003725,VH-1081,1,2025-01-06,changed mind,resellable
RET-000611,ORD-003727,B0PLGQ0WUW,1,2024-12-23,no longer needed,resellable
RET-000612,ORD-003733,B0NNFJVLCD,1,2024-12-30,not as described,opened
RET-000613,ORD-003739,B0NNFJVLCD,1,2024-12-14,not as described,opened
RET-000614,ORD-003750,B044FDSE6A,1,2024-12-14,quality issue,damaged
RET-000615,ORD-003752,copper-pasta-bowl-set  ,1,2024-12-16,changed mind,resellable
RET-000616,ORD-003758,bamboo_grill_pan ,1,2025-01-21,quality issue,damaged
RET-000617,ORD-003761,B0L1F47G91,1,2025-01-13,no longer needed,resellable
RET-000618,ORD-003763,VH-1029,3,2025-01-25,no longer needed,opened
RET-000619,ORD-003769,B07LLE55WZ,2,2024-12-18,no longer needed,opened
RET-000620,ORD-003779,VH-1036,1,2025-01-07,quality issue,damaged
RET-000621,ORD-003783,B07YF2T8JE,1,2025-01-02,changed mind,resellable
RET-000622,ORD-003786,B0WXUN8SX9,1,2025-01-26,quality issue,damaged
RET-000623,ORD-003787,VH-1029,1,2025-01-19,changed mind,opened
RET-000624,ORD-003789,VH-1109,2,2024-12-26,arrived damaged,opened
RET-000625,ORD-003793,VH-1057,1,2025-01-05,arrived damaged,damaged
RET-000626,ORD-003799,B0GKGBFV52,1,2025-01-12,no longer needed,resellable
RET-000627,ORD-003804,B0WXUN8SX9,1,2025-01-12,no longer needed,resellable
RET-000628,ORD-003813,B0WXUN8SX9,1,2025-01-11,quality issue,damaged
RET-000629,ORD-003819,B0PLGQ0WUW,1,2024-12-15,wrong item,resellable
RET-000630,ORD-003823, cast_iron_baking_sheet ,2,2025-01-18,changed mind,resellable
RET-000631,ORD-003856,B0XVBEPU7E,2,2024-12-23,wrong item,resellable
RET-000632,ORD-003857,VH-1112,1,2024-12-10,quality issue,damaged
RET-000633,ORD-003859,B0GQ0AUTHT,2,2025-01-06,arrived damaged,damaged
RET-000634,ORD-003864,B0WXUN8SX9,1,2024-12-24,wrong item,resellable
